instrument_token,tradingsymbol,name,expiry,strike,instrument_type,lot_size,tick_size
15000578,NIFTY26JAN24500PE,NIFTY,2026-01-27,24500.0,PE,65,0.05
14999810,NIFTY26JAN24450CE,NIFTY,2026-01-27,24450.0,CE,65,0.05
15000066,NIFTY26JAN24450PE,NIFTY,2026-01-27,24450.0,PE,65,0.05
14999298,NIFTY26JAN24400CE,NIFTY,2026-01-27,24400.0,CE,65,0.05
14999554,NIFTY26JAN24400PE,NIFTY,2026-01-27,24400.0,PE,65,0.05
14998786,NIFTY26JAN24350CE,NIFTY,2026-01-27,24350.0,CE,65,0.05
14999042,NIFTY26JAN24350PE,NIFTY,2026-01-27,24350.0,PE,65,0.05
14998274,NIFTY26JAN24300CE,NIFTY,2026-01-27,24300.0,CE,65,0.05
14998530,NIFTY26JAN24300PE,NIFTY,2026-01-27,24300.0,PE,65,0.05
14997762,NIFTY26JAN24250CE,NIFTY,2026-01-27,24250.0,CE,65,0.05
14998018,NIFTY26JAN24250PE,NIFTY,2026-01-27,24250.0,PE,65,0.05
14997250,NIFTY26JAN24200CE,NIFTY,2026-01-27,24200.0,CE,65,0.05
14997506,NIFTY26JAN24200PE,NIFTY,2026-01-27,24200.0,PE,65,0.05
14996738,NIFTY26JAN24150CE,NIFTY,2026-01-27,24150.0,CE,65,0.05
14996994,NIFTY26JAN24150PE,NIFTY,2026-01-27,24150.0,PE,65,0.05
14996226,NIFTY26JAN24100CE,NIFTY,2026-01-27,24100.0,CE,65,0.05
14996482,NIFTY26JAN24100PE,NIFTY,2026-01-27,24100.0,PE,65,0.05
14995714,NIFTY26JAN24050CE,NIFTY,2026-01-27,24050.0,CE,65,0.05
14995970,NIFTY26JAN24050PE,NIFTY,2026-01-27,24050.0,PE,65,0.05
14995202,NIFTY26JAN24000CE,NIFTY,2026-01-27,24000.0,CE,65,0.05
14995458,NIFTY26JAN24000PE,NIFTY,2026-01-27,24000.0,PE,65,0.05
14994690,NIFTY26JAN23950CE,NIFTY,2026-01-27,23950.0,CE,65,0.05
14994946,NIFTY26JAN23950PE,NIFTY,2026-01-27,23950.0,PE,65,0.05
14994178,NIFTY26JAN23900CE,NIFTY,2026-01-27,23900.0,CE,65,0.05
14994434,NIFTY26JAN23900PE,NIFTY,2026-01-27,23900.0,PE,65,0.05
14993666,NIFTY26JAN23850CE,NIFTY,2026-01-27,23850.0,CE,65,0.05
14993922,NIFTY26JAN23850PE,NIFTY,2026-01-27,23850.0,PE,65,0.05
14993154,NIFTY26JAN23800CE,NIFTY,2026-01-27,23800.0,CE,65,0.05
14993410,NIFTY26JAN23800PE,NIFTY,2026-01-27,23800.0,PE,65,0.05
14992642,NIFTY26JAN23750CE,NIFTY,2026-01-27,23750.0,CE,65,0.05
14992898,NIFTY26JAN23750PE,NIFTY,2026-01-27,23750.0,PE,65,0.05
12753922,NIFTY2620325600CE,NIFTY,2026-02-03,25600.0,CE,65,0.05
12754178,NIFTY2620325600PE,NIFTY,2026-02-03,25600.0,PE,65,0.05
12753410,NIFTY2620325550CE,NIFTY,2026-02-03,25550.0,CE,65,0.05
12753666,NIFTY2620325550PE,NIFTY,2026-02-03,25550.0,PE,65,0.05
12754690,NIFTY2620325650CE,NIFTY,2026-02-03,25650.0,CE,65,0.05
12754946,NIFTY2620325650PE,NIFTY,2026-02-03,25650.0,PE,65,0.05
12750850,NIFTY2620325500CE,NIFTY,2026-02-03,25500.0,CE,65,0.05
12752898,NIFTY2620325500PE,NIFTY,2026-02-03,25500.0,PE,65,0.05
12757250,NIFTY2620325700CE,NIFTY,2026-02-03,25700.0,CE,65,0.05
12757506,NIFTY2620325700PE,NIFTY,2026-02-03,25700.0,PE,65,0.05
12750338,NIFTY2620325450CE,NIFTY,2026-02-03,25450.0,CE,65,0.05
12750594,NIFTY2620325450PE,NIFTY,2026-02-03,25450.0,PE,65,0.05
12757762,NIFTY2620325750CE,NIFTY,2026-02-03,25750.0,CE,65,0.05
12758018,NIFTY2620325750PE,NIFTY,2026-02-03,25750.0,PE,65,0.05
12749058,NIFTY2620325400CE,NIFTY,2026-02-03,25400.0,CE,65,0.05
12749314,NIFTY2620325400PE,NIFTY,2026-02-03,25400.0,PE,65,0.05
12758530,NIFTY2620325800CE,NIFTY,2026-02-03,25800.0,CE,65,0.05
12758786,NIFTY2620325800PE,NIFTY,2026-02-03,25800.0,PE,65,0.05
12748546,NIFTY2620325350CE,NIFTY,2026-02-03,25350.0,CE,65,0.05
12748802,NIFTY2620325350PE,NIFTY,2026-02-03,25350.0,PE,65,0.05
12759298,NIFTY2620325850CE,NIFTY,2026-02-03,25850.0,CE,65,0.05
12759554,NIFTY2620325850PE,NIFTY,2026-02-03,25850.0,PE,65,0.05
12747522,NIFTY2620325300CE,NIFTY,2026-02-03,25300.0,CE,65,0.05
12747778,NIFTY2620325300PE,NIFTY,2026-02-03,25300.0,PE,65,0.05
12759810,NIFTY2620325900CE,NIFTY,2026-02-03,25900.0,CE,65,0.05
12760066,NIFTY2620325900PE,NIFTY,2026-02-03,25900.0,PE,65,0.05
12747010,NIFTY2620325250CE,NIFTY,2026-02-03,25250.0,CE,65,0.05
12747266,NIFTY2620325250PE,NIFTY,2026-02-03,25250.0,PE,65,0.05
12760322,NIFTY2620325950CE,NIFTY,2026-02-03,25950.0,CE,65,0.05
12760578,NIFTY2620325950PE,NIFTY,2026-02-03,25950.0,PE,65,0.05
12761090,NIFTY2620326000PE,NIFTY,2026-02-03,26000.0,PE,65,0.05
12808962,NIFTY2620328100CE,NIFTY,2026-02-03,28100.0,CE,65,0.05
12809218,NIFTY2620328100PE,NIFTY,2026-02-03,28100.0,PE,65,0.05
12807426,NIFTY2620328050CE,NIFTY,2026-02-03,28050.0,CE,65,0.05
12808706,NIFTY2620328050PE,NIFTY,2026-02-03,28050.0,PE,65,0.05
12806914,NIFTY2620328000CE,NIFTY,2026-02-03,28000.0,CE,65,0.05
12807170,NIFTY2620328000PE,NIFTY,2026-02-03,28000.0,PE,65,0.05
12806402,NIFTY2620327950CE,NIFTY,2026-02-03,27950.0,CE,65,0.05
12806658,NIFTY2620327950PE,NIFTY,2026-02-03,27950.0,PE,65,0.05
12805890,NIFTY2620327900CE,NIFTY,2026-02-03,27900.0,CE,65,0.05
12806146,NIFTY2620327900PE,NIFTY,2026-02-03,27900.0,PE,65,0.05
12805378,NIFTY2620327850CE,NIFTY,2026-02-03,27850.0,CE,65,0.05
12805634,NIFTY2620327850PE,NIFTY,2026-02-03,27850.0,PE,65,0.05
12804866,NIFTY2620327800CE,NIFTY,2026-02-03,27800.0,CE,65,0.05
12805122,NIFTY2620327800PE,NIFTY,2026-02-03,27800.0,PE,65,0.05
12803074,NIFTY2620327750CE,NIFTY,2026-02-03,27750.0,CE,65,0.05
12804610,NIFTY2620327750PE,NIFTY,2026-02-03,27750.0,PE,65,0.05
12802306,NIFTY2620327700CE,NIFTY,2026-02-03,27700.0,CE,65,0.05
12802562,NIFTY2620327700PE,NIFTY,2026-02-03,27700.0,PE,65,0.05
12800770,NIFTY2620327650CE,NIFTY,2026-02-03,27650.0,CE,65,0.05
12801794,NIFTY2620327650PE,NIFTY,2026-02-03,27650.0,PE,65,0.05
12799746,NIFTY2620327600CE,NIFTY,2026-02-03,27600.0,CE,65,0.05
12800514,NIFTY2620327600PE,NIFTY,2026-02-03,27600.0,PE,65,0.05
12793602,NIFTY2620327550CE,NIFTY,2026-02-03,27550.0,CE,65,0.05
12799490,NIFTY2620327550PE,NIFTY,2026-02-03,27550.0,PE,65,0.05
12792066,NIFTY2620327500CE,NIFTY,2026-02-03,27500.0,CE,65,0.05
12793346,NIFTY2620327500PE,NIFTY,2026-02-03,27500.0,PE,65,0.05
12789250,NIFTY2620327450CE,NIFTY,2026-02-03,27450.0,CE,65,0.05
12791810,NIFTY2620327450PE,NIFTY,2026-02-03,27450.0,PE,65,0.05
12787714,NIFTY2620327400CE,NIFTY,2026-02-03,27400.0,CE,65,0.05
12788994,NIFTY2620327400PE,NIFTY,2026-02-03,27400.0,PE,65,0.05
12784642,NIFTY2620327350CE,NIFTY,2026-02-03,27350.0,CE,65,0.05
12786434,NIFTY2620327350PE,NIFTY,2026-02-03,27350.0,PE,65,0.05
12783362,NIFTY2620327300CE,NIFTY,2026-02-03,27300.0,CE,65,0.05
12784386,NIFTY2620327300PE,NIFTY,2026-02-03,27300.0,PE,65,0.05
12781058,NIFTY2620327250CE,NIFTY,2026-02-03,27250.0,CE,65,0.05
12783106,NIFTY2620327250PE,NIFTY,2026-02-03,27250.0,PE,65,0.05
12779010,NIFTY2620327200CE,NIFTY,2026-02-03,27200.0,CE,65,0.05
12780802,NIFTY2620327200PE,NIFTY,2026-02-03,27200.0,PE,65,0.05
12776706,NIFTY2620327150CE,NIFTY,2026-02-03,27150.0,CE,65,0.05
12778754,NIFTY2620327150PE,NIFTY,2026-02-03,27150.0,PE,65,0.05
12776194,NIFTY2620327100CE,NIFTY,2026-02-03,27100.0,CE,65,0.05
12776450,NIFTY2620327100PE,NIFTY,2026-02-03,27100.0,PE,65,0.05
12775682,NIFTY2620327050CE,NIFTY,2026-02-03,27050.0,CE,65,0.05
12775938,NIFTY2620327050PE,NIFTY,2026-02-03,27050.0,PE,65,0.05
12775170,NIFTY2620327000CE,NIFTY,2026-02-03,27000.0,CE,65,0.05
12775426,NIFTY2620327000PE,NIFTY,2026-02-03,27000.0,PE,65,0.05
12774658,NIFTY2620326950CE,NIFTY,2026-02-03,26950.0,CE,65,0.05
12774914,NIFTY2620326950PE,NIFTY,2026-02-03,26950.0,PE,65,0.05
12774146,NIFTY2620326900CE,NIFTY,2026-02-03,26900.0,CE,65,0.05
12774402,NIFTY2620326900PE,NIFTY,2026-02-03,26900.0,PE,65,0.05
12773634,NIFTY2620326850CE,NIFTY,2026-02-03,26850.0,CE,65,0.05
12773890,NIFTY2620326850PE,NIFTY,2026-02-03,26850.0,PE,65,0.05
12773122,NIFTY2620326800CE,NIFTY,2026-02-03,26800.0,CE,65,0.05
12773378,NIFTY2620326800PE,NIFTY,2026-02-03,26800.0,PE,65,0.05
12772610,NIFTY2620326750CE,NIFTY,2026-02-03,26750.0,CE,65,0.05
12772866,NIFTY2620326750PE,NIFTY,2026-02-03,26750.0,PE,65,0.05
12772098,NIFTY2620326700CE,NIFTY,2026-02-03,26700.0,CE,65,0.05
12772354,NIFTY2620326700PE,NIFTY,2026-02-03,26700.0,PE,65,0.05
12771586,NIFTY2620326650CE,NIFTY,2026-02-03,26650.0,CE,65,0.05
12771842,NIFTY2620326650PE,NIFTY,2026-02-03,26650.0,PE,65,0.05
12771074,NIFTY2620326600CE,NIFTY,2026-02-03,26600.0,CE,65,0.05
12771330,NIFTY2620326600PE,NIFTY,2026-02-03,26600.0,PE,65,0.05
12770562,NIFTY2620326550CE,NIFTY,2026-02-03,26550.0,CE,65,0.05
12770818,NIFTY2620326550PE,NIFTY,2026-02-03,26550.0,PE,65,0.05
12770050,NIFTY2620326500CE,NIFTY,2026-02-03,26500.0,CE,65,0.05
12770306,NIFTY2620326500PE,NIFTY,2026-02-03,26500.0,PE,65,0.05
12769538,NIFTY2620326450CE,NIFTY,2026-02-03,26450.0,CE,65,0.05
12769794,NIFTY2620326450PE,NIFTY,2026-02-03,26450.0,PE,65,0.05
12769026,NIFTY2620326400CE,NIFTY,2026-02-03,26400.0,CE,65,0.05
12769282,NIFTY2620326400PE,NIFTY,2026-02-03,26400.0,PE,65,0.05
12768514,NIFTY2620326350CE,NIFTY,2026-02-03,26350.0,CE,65,0.05
12768770,NIFTY2620326350PE,NIFTY,2026-02-03,26350.0,PE,65,0.05
12768002,NIFTY2620326300CE,NIFTY,2026-02-03,26300.0,CE,65,0.05
12768258,NIFTY2620326300PE,NIFTY,2026-02-03,26300.0,PE,65,0.05
12767490,NIFTY2620326250CE,NIFTY,2026-02-03,26250.0,CE,65,0.05
12767746,NIFTY2620326250PE,NIFTY,2026-02-03,26250.0,PE,65,0.05
12766210,NIFTY2620326200CE,NIFTY,2026-02-03,26200.0,CE,65,0.05
12766466,NIFTY2620326200PE,NIFTY,2026-02-03,26200.0,PE,65,0.05
12765186,NIFTY2620326150CE,NIFTY,2026-02-03,26150.0,CE,65,0.05
12765442,NIFTY2620326150PE,NIFTY,2026-02-03,26150.0,PE,65,0.05
12763138,NIFTY2620326100CE,NIFTY,2026-02-03,26100.0,CE,65,0.05
12763394,NIFTY2620326100PE,NIFTY,2026-02-03,26100.0,PE,65,0.05
12762626,NIFTY2620326050CE,NIFTY,2026-02-03,26050.0,CE,65,0.05
12762882,NIFTY2620326050PE,NIFTY,2026-02-03,26050.0,PE,65,0.05
12760834,NIFTY2620326000CE,NIFTY,2026-02-03,26000.0,CE,65,0.05
12746498,NIFTY2620325200CE,NIFTY,2026-02-03,25200.0,CE,65,0.05
12746754,NIFTY2620325200PE,NIFTY,2026-02-03,25200.0,PE,65,0.05
12745986,NIFTY2620325150CE,NIFTY,2026-02-03,25150.0,CE,65,0.05
12746242,NIFTY2620325150PE,NIFTY,2026-02-03,25150.0,PE,65,0.05
12745474,NIFTY2620325100CE,NIFTY,2026-02-03,25100.0,CE,65,0.05
12745730,NIFTY2620325100PE,NIFTY,2026-02-03,25100.0,PE,65,0.05
12744962,NIFTY2620325050CE,NIFTY,2026-02-03,25050.0,CE,65,0.05
12745218,NIFTY2620325050PE,NIFTY,2026-02-03,25050.0,PE,65,0.05
12744450,NIFTY2620325000CE,NIFTY,2026-02-03,25000.0,CE,65,0.05
12744706,NIFTY2620325000PE,NIFTY,2026-02-03,25000.0,PE,65,0.05
12743938,NIFTY2620324950CE,NIFTY,2026-02-03,24950.0,CE,65,0.05
12744194,NIFTY2620324950PE,NIFTY,2026-02-03,24950.0,PE,65,0.05
12743426,NIFTY2620324900CE,NIFTY,2026-02-03,24900.0,CE,65,0.05
12743682,NIFTY2620324900PE,NIFTY,2026-02-03,24900.0,PE,65,0.05
12742914,NIFTY2620324850CE,NIFTY,2026-02-03,24850.0,CE,65,0.05
12743170,NIFTY2620324850PE,NIFTY,2026-02-03,24850.0,PE,65,0.05
12742146,NIFTY2620324800CE,NIFTY,2026-02-03,24800.0,CE,65,0.05
12742402,NIFTY2620324800PE,NIFTY,2026-02-03,24800.0,PE,65,0.05
12741378,NIFTY2620324750CE,NIFTY,2026-02-03,24750.0,CE,65,0.05
12741634,NIFTY2620324750PE,NIFTY,2026-02-03,24750.0,PE,65,0.05
12740866,NIFTY2620324700CE,NIFTY,2026-02-03,24700.0,CE,65,0.05
12741122,NIFTY2620324700PE,NIFTY,2026-02-03,24700.0,PE,65,0.05
12740354,NIFTY2620324650CE,NIFTY,2026-02-03,24650.0,CE,65,0.05
12740610,NIFTY2620324650PE,NIFTY,2026-02-03,24650.0,PE,65,0.05
12739842,NIFTY2620324600CE,NIFTY,2026-02-03,24600.0,CE,65,0.05
12740098,NIFTY2620324600PE,NIFTY,2026-02-03,24600.0,PE,65,0.05
12739330,NIFTY2620324550CE,NIFTY,2026-02-03,24550.0,CE,65,0.05
12739586,NIFTY2620324550PE,NIFTY,2026-02-03,24550.0,PE,65,0.05
12738818,NIFTY2620324500CE,NIFTY,2026-02-03,24500.0,CE,65,0.05
12739074,NIFTY2620324500PE,NIFTY,2026-02-03,24500.0,PE,65,0.05
12737794,NIFTY2620324450CE,NIFTY,2026-02-03,24450.0,CE,65,0.05
12738050,NIFTY2620324450PE,NIFTY,2026-02-03,24450.0,PE,65,0.05
12737282,NIFTY2620324400CE,NIFTY,2026-02-03,24400.0,CE,65,0.05
12737538,NIFTY2620324400PE,NIFTY,2026-02-03,24400.0,PE,65,0.05
12736770,NIFTY2620324350CE,NIFTY,2026-02-03,24350.0,CE,65,0.05
12737026,NIFTY2620324350PE,NIFTY,2026-02-03,24350.0,PE,65,0.05
12736258,NIFTY2620324300CE,NIFTY,2026-02-03,24300.0,CE,65,0.05
12736514,NIFTY2620324300PE,NIFTY,2026-02-03,24300.0,PE,65,0.05
12735490,NIFTY2620324250CE,NIFTY,2026-02-03,24250.0,CE,65,0.05
12735746,NIFTY2620324250PE,NIFTY,2026-02-03,24250.0,PE,65,0.05
12734978,NIFTY2620324200CE,NIFTY,2026-02-03,24200.0,CE,65,0.05
12735234,NIFTY2620324200PE,NIFTY,2026-02-03,24200.0,PE,65,0.05
12733442,NIFTY2620324150CE,NIFTY,2026-02-03,24150.0,CE,65,0.05
12734722,NIFTY2620324150PE,NIFTY,2026-02-03,24150.0,PE,65,0.05
12732930,NIFTY2620324100CE,NIFTY,2026-02-03,24100.0,CE,65,0.05
12733186,NIFTY2620324100PE,NIFTY,2026-02-03,24100.0,PE,65,0.05
12732418,NIFTY2620324050CE,NIFTY,2026-02-03,24050.0,CE,65,0.05
12732674,NIFTY2620324050PE,NIFTY,2026-02-03,24050.0,PE,65,0.05
12731394,NIFTY2620324000CE,NIFTY,2026-02-03,24000.0,CE,65,0.05
12732162,NIFTY2620324000PE,NIFTY,2026-02-03,24000.0,PE,65,0.05
12728834,NIFTY2620323950CE,NIFTY,2026-02-03,23950.0,CE,65,0.05
12731138,NIFTY2620323950PE,NIFTY,2026-02-03,23950.0,PE,65,0.05
12728322,NIFTY2620323900CE,NIFTY,2026-02-03,23900.0,CE,65,0.05
12728578,NIFTY2620323900PE,NIFTY,2026-02-03,23900.0,PE,65,0.05
12727810,NIFTY2620323850CE,NIFTY,2026-02-03,23850.0,CE,65,0.05
12728066,NIFTY2620323850PE,NIFTY,2026-02-03,23850.0,PE,65,0.05
10886658,NIFTY2621025600CE,NIFTY,2026-02-10,25600.0,CE,65,0.05
10886914,NIFTY2621025600PE,NIFTY,2026-02-10,25600.0,PE,65,0.05
10886146,NIFTY2621025550CE,NIFTY,2026-02-10,25550.0,CE,65,0.05
10886402,NIFTY2621025550PE,NIFTY,2026-02-10,25550.0,PE,65,0.05
10887170,NIFTY2621025650CE,NIFTY,2026-02-10,25650.0,CE,65,0.05
10887426,NIFTY2621025650PE,NIFTY,2026-02-10,25650.0,PE,65,0.05
10885634,NIFTY2621025500CE,NIFTY,2026-02-10,25500.0,CE,65,0.05
10885890,NIFTY2621025500PE,NIFTY,2026-02-10,25500.0,PE,65,0.05
10887682,NIFTY2621025700CE,NIFTY,2026-02-10,25700.0,CE,65,0.05
10887938,NIFTY2621025700PE,NIFTY,2026-02-10,25700.0,PE,65,0.05
10885122,NIFTY2621025450CE,NIFTY,2026-02-10,25450.0,CE,65,0.05
10885378,NIFTY2621025450PE,NIFTY,2026-02-10,25450.0,PE,65,0.05
10888194,NIFTY2621025750CE,NIFTY,2026-02-10,25750.0,CE,65,0.05
10888962,NIFTY2621025750PE,NIFTY,2026-02-10,25750.0,PE,65,0.05
10884610,NIFTY2621025400CE,NIFTY,2026-02-10,25400.0,CE,65,0.05
10884866,NIFTY2621025400PE,NIFTY,2026-02-10,25400.0,PE,65,0.05
10889218,NIFTY2621025800CE,NIFTY,2026-02-10,25800.0,CE,65,0.05
10889474,NIFTY2621025800PE,NIFTY,2026-02-10,25800.0,PE,65,0.05
10883586,NIFTY2621025350CE,NIFTY,2026-02-10,25350.0,CE,65,0.05
10884354,NIFTY2621025350PE,NIFTY,2026-02-10,25350.0,PE,65,0.05
10889730,NIFTY2621025850CE,NIFTY,2026-02-10,25850.0,CE,65,0.05
10889986,NIFTY2621025850PE,NIFTY,2026-02-10,25850.0,PE,65,0.05
10883074,NIFTY2621025300CE,NIFTY,2026-02-10,25300.0,CE,65,0.05
10883330,NIFTY2621025300PE,NIFTY,2026-02-10,25300.0,PE,65,0.05
10890242,NIFTY2621025900CE,NIFTY,2026-02-10,25900.0,CE,65,0.05
10891010,NIFTY2621025900PE,NIFTY,2026-02-10,25900.0,PE,65,0.05
10882562,NIFTY2621025250CE,NIFTY,2026-02-10,25250.0,CE,65,0.05
10882818,NIFTY2621025250PE,NIFTY,2026-02-10,25250.0,PE,65,0.05
10891266,NIFTY2621025950CE,NIFTY,2026-02-10,25950.0,CE,65,0.05
10891522,NIFTY2621025950PE,NIFTY,2026-02-10,25950.0,PE,65,0.05
10892034,NIFTY2621026000PE,NIFTY,2026-02-10,26000.0,PE,65,0.05
10915842,NIFTY2621027950CE,NIFTY,2026-02-10,27950.0,CE,65,0.05
10917122,NIFTY2621027950PE,NIFTY,2026-02-10,27950.0,PE,65,0.05
10915330,NIFTY2621027900CE,NIFTY,2026-02-10,27900.0,CE,65,0.05
10915586,NIFTY2621027900PE,NIFTY,2026-02-10,27900.0,PE,65,0.05
10914818,NIFTY2621027850CE,NIFTY,2026-02-10,27850.0,CE,65,0.05
10915074,NIFTY2621027850PE,NIFTY,2026-02-10,27850.0,PE,65,0.05
10914306,NIFTY2621027800CE,NIFTY,2026-02-10,27800.0,CE,65,0.05
10914562,NIFTY2621027800PE,NIFTY,2026-02-10,27800.0,PE,65,0.05
10913794,NIFTY2621027750CE,NIFTY,2026-02-10,27750.0,CE,65,0.05
10914050,NIFTY2621027750PE,NIFTY,2026-02-10,27750.0,PE,65,0.05
10913282,NIFTY2621027700CE,NIFTY,2026-02-10,27700.0,CE,65,0.05
10913538,NIFTY2621027700PE,NIFTY,2026-02-10,27700.0,PE,65,0.05
10912770,NIFTY2621027650CE,NIFTY,2026-02-10,27650.0,CE,65,0.05
10913026,NIFTY2621027650PE,NIFTY,2026-02-10,27650.0,PE,65,0.05
10912258,NIFTY2621027600CE,NIFTY,2026-02-10,27600.0,CE,65,0.05
10912514,NIFTY2621027600PE,NIFTY,2026-02-10,27600.0,PE,65,0.05
10911746,NIFTY2621027550CE,NIFTY,2026-02-10,27550.0,CE,65,0.05
10912002,NIFTY2621027550PE,NIFTY,2026-02-10,27550.0,PE,65,0.05
10911234,NIFTY2621027500CE,NIFTY,2026-02-10,27500.0,CE,65,0.05
10911490,NIFTY2621027500PE,NIFTY,2026-02-10,27500.0,PE,65,0.05
10910722,NIFTY2621027450CE,NIFTY,2026-02-10,27450.0,CE,65,0.05
10910978,NIFTY2621027450PE,NIFTY,2026-02-10,27450.0,PE,65,0.05
10910210,NIFTY2621027400CE,NIFTY,2026-02-10,27400.0,CE,65,0.05
10910466,NIFTY2621027400PE,NIFTY,2026-02-10,27400.0,PE,65,0.05
10909698,NIFTY2621027350CE,NIFTY,2026-02-10,27350.0,CE,65,0.05
10909954,NIFTY2621027350PE,NIFTY,2026-02-10,27350.0,PE,65,0.05
10909186,NIFTY2621027300CE,NIFTY,2026-02-10,27300.0,CE,65,0.05
10909442,NIFTY2621027300PE,NIFTY,2026-02-10,27300.0,PE,65,0.05
10908674,NIFTY2621027250CE,NIFTY,2026-02-10,27250.0,CE,65,0.05
10908930,NIFTY2621027250PE,NIFTY,2026-02-10,27250.0,PE,65,0.05
10908162,NIFTY2621027200CE,NIFTY,2026-02-10,27200.0,CE,65,0.05
10908418,NIFTY2621027200PE,NIFTY,2026-02-10,27200.0,PE,65,0.05
10907650,NIFTY2621027150CE,NIFTY,2026-02-10,27150.0,CE,65,0.05
10907906,NIFTY2621027150PE,NIFTY,2026-02-10,27150.0,PE,65,0.05
10907138,NIFTY2621027100CE,NIFTY,2026-02-10,27100.0,CE,65,0.05
10907394,NIFTY2621027100PE,NIFTY,2026-02-10,27100.0,PE,65,0.05
10906114,NIFTY2621027050CE,NIFTY,2026-02-10,27050.0,CE,65,0.05
10906882,NIFTY2621027050PE,NIFTY,2026-02-10,27050.0,PE,65,0.05
10905602,NIFTY2621027000CE,NIFTY,2026-02-10,27000.0,CE,65,0.05
10905858,NIFTY2621027000PE,NIFTY,2026-02-10,27000.0,PE,65,0.05
10904578,NIFTY2621026950CE,NIFTY,2026-02-10,26950.0,CE,65,0.05
10905346,NIFTY2621026950PE,NIFTY,2026-02-10,26950.0,PE,65,0.05
10903042,NIFTY2621026900CE,NIFTY,2026-02-10,26900.0,CE,65,0.05
10904322,NIFTY2621026900PE,NIFTY,2026-02-10,26900.0,PE,65,0.05
10902530,NIFTY2621026850CE,NIFTY,2026-02-10,26850.0,CE,65,0.05
10902786,NIFTY2621026850PE,NIFTY,2026-02-10,26850.0,PE,65,0.05
10901506,NIFTY2621026800CE,NIFTY,2026-02-10,26800.0,CE,65,0.05
10902274,NIFTY2621026800PE,NIFTY,2026-02-10,26800.0,PE,65,0.05
10900994,NIFTY2621026750CE,NIFTY,2026-02-10,26750.0,CE,65,0.05
10901250,NIFTY2621026750PE,NIFTY,2026-02-10,26750.0,PE,65,0.05
10900482,NIFTY2621026700CE,NIFTY,2026-02-10,26700.0,CE,65,0.05
10900738,NIFTY2621026700PE,NIFTY,2026-02-10,26700.0,PE,65,0.05
10899970,NIFTY2621026650CE,NIFTY,2026-02-10,26650.0,CE,65,0.05
10900226,NIFTY2621026650PE,NIFTY,2026-02-10,26650.0,PE,65,0.05
10899458,NIFTY2621026600CE,NIFTY,2026-02-10,26600.0,CE,65,0.05
10899714,NIFTY2621026600PE,NIFTY,2026-02-10,26600.0,PE,65,0.05
10898434,NIFTY2621026550CE,NIFTY,2026-02-10,26550.0,CE,65,0.05
10899202,NIFTY2621026550PE,NIFTY,2026-02-10,26550.0,PE,65,0.05
10897922,NIFTY2621026500CE,NIFTY,2026-02-10,26500.0,CE,65,0.05
10898178,NIFTY2621026500PE,NIFTY,2026-02-10,26500.0,PE,65,0.05
10897410,NIFTY2621026450CE,NIFTY,2026-02-10,26450.0,CE,65,0.05
10897666,NIFTY2621026450PE,NIFTY,2026-02-10,26450.0,PE,65,0.05
10896898,NIFTY2621026400CE,NIFTY,2026-02-10,26400.0,CE,65,0.05
10897154,NIFTY2621026400PE,NIFTY,2026-02-10,26400.0,PE,65,0.05
10896386,NIFTY2621026350CE,NIFTY,2026-02-10,26350.0,CE,65,0.05
10896642,NIFTY2621026350PE,NIFTY,2026-02-10,26350.0,PE,65,0.05
10895874,NIFTY2621026300CE,NIFTY,2026-02-10,26300.0,CE,65,0.05
10896130,NIFTY2621026300PE,NIFTY,2026-02-10,26300.0,PE,65,0.05
10895362,NIFTY2621026250CE,NIFTY,2026-02-10,26250.0,CE,65,0.05
10895618,NIFTY2621026250PE,NIFTY,2026-02-10,26250.0,PE,65,0.05
10894850,NIFTY2621026200CE,NIFTY,2026-02-10,26200.0,CE,65,0.05
10895106,NIFTY2621026200PE,NIFTY,2026-02-10,26200.0,PE,65,0.05
10894338,NIFTY2621026150CE,NIFTY,2026-02-10,26150.0,CE,65,0.05
10894594,NIFTY2621026150PE,NIFTY,2026-02-10,26150.0,PE,65,0.05
10893314,NIFTY2621026100CE,NIFTY,2026-02-10,26100.0,CE,65,0.05
10894082,NIFTY2621026100PE,NIFTY,2026-02-10,26100.0,PE,65,0.05
10892290,NIFTY2621026050CE,NIFTY,2026-02-10,26050.0,CE,65,0.05
10893058,NIFTY2621026050PE,NIFTY,2026-02-10,26050.0,PE,65,0.05
10891778,NIFTY2621026000CE,NIFTY,2026-02-10,26000.0,CE,65,0.05
10882050,NIFTY2621025200CE,NIFTY,2026-02-10,25200.0,CE,65,0.05
10882306,NIFTY2621025200PE,NIFTY,2026-02-10,25200.0,PE,65,0.05
10881538,NIFTY2621025150CE,NIFTY,2026-02-10,25150.0,CE,65,0.05
10881794,NIFTY2621025150PE,NIFTY,2026-02-10,25150.0,PE,65,0.05
10881026,NIFTY2621025100CE,NIFTY,2026-02-10,25100.0,CE,65,0.05
10881282,NIFTY2621025100PE,NIFTY,2026-02-10,25100.0,PE,65,0.05
10880514,NIFTY2621025050CE,NIFTY,2026-02-10,25050.0,CE,65,0.05
10880770,NIFTY2621025050PE,NIFTY,2026-02-10,25050.0,PE,65,0.05
10880002,NIFTY2621025000CE,NIFTY,2026-02-10,25000.0,CE,65,0.05
10880258,NIFTY2621025000PE,NIFTY,2026-02-10,25000.0,PE,65,0.05
